DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/08/28 16:28:00,AQUA_M-T,Brasil,PERNAMBUCO,PEDRA,Caatinga,41,0.0,1.0,-8.52705,-36.93147,10.3
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,SÃO JOSÉ DO PEIXE,Caatinga,48,0.0,1.0,-7.40538,-42.41065,163.8
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,SÃO FRANCISCO DO PIAUÍ,Caatinga,48,0.0,1.0,-7.40376,-42.41463,141.0
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,SÃO FRANCISCO DO PIAUÍ,Caatinga,49,0.0,1.0,-7.40056,-42.37107,56.1
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,SÃO FRANCISCO DO PIAUÍ,Caatinga,49,0.0,1.0,-7.39868,-42.3751,73.3
2024/08/28 16:28:00,AQUA_M-T,Brasil,CEARÁ,SANTANA DO CARIRI,Caatinga,81,0.0,1.0,-7.33054,-39.88662,32.9
2024/08/28 16:28:00,AQUA_M-T,Brasil,CEARÁ,SANTANA DO CARIRI,Caatinga,76,0.0,1.0,-7.27048,-39.86917,40.8
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,PICOS,Caatinga,50,0.0,1.0,-7.00641,-41.45596,25.1
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,FLORIANO,Caatinga,101,0.0,1.0,-6.78097,-42.91841,73.2
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,FLORIANO,Caatinga,101,0.0,1.0,-6.78019,-42.91475,62.4
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,NOVO ORIENTE DO PIAUÍ,Caatinga,63,0.0,1.0,-6.61597,-42.01862,104.8
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,NOVO ORIENTE DO PIAUÍ,Caatinga,58,0.0,1.0,-6.61157,-41.98309,268.1
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,NOVO ORIENTE DO PIAUÍ,Caatinga,66,0.0,1.0,-6.61077,-42.02327,56.4
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,NOVO ORIENTE DO PIAUÍ,Caatinga,60,0.0,1.0,-6.60613,-41.98778,275.8
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,FRANCINÓPOLIS,Caatinga,48,0.0,1.0,-6.41986,-42.25613,66.1
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,NAZÁRIA,Caatinga,48,0.0,1.0,-5.45444,-42.87904,82.6
2024/08/28 16:28:00,AQUA_M-T,Brasil,PIAUÍ,NAZÁRIA,Caatinga,48,0.0,1.0,-5.44907,-42.83877,80.8
2024/08/28 16:30:00,AQUA_M-T,Brasil,CEARÁ,IPU,Caatinga,32,0.0,0.98,-4.32808,-40.73134,55.0
2024/08/28 16:30:00,AQUA_M-T,Brasil,CEARÁ,URUOCA,Caatinga,57,0.0,1.0,-3.26254,-40.49291,42.8
2024/08/28 16:30:00,AQUA_M-T,Brasil,CEARÁ,SENADOR SÁ,Caatinga,53,0.0,1.0,-3.25926,-40.46912,33.7
2024/08/28 16:30:00,AQUA_M-T,Brasil,CEARÁ,URUOCA,Caatinga,58,0.0,1.0,-3.25703,-40.50085,27.4
2024/08/28 16:30:00,AQUA_M-T,Brasil,CEARÁ,SENADOR SÁ,Caatinga,54,0.0,1.0,-3.25357,-40.47701,63.0
2024/08/28 16:30:00,AQUA_M-T,Brasil,MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado,42,0.0,1.0,-3.21528,-42.93035,82.3
2024/08/28 16:26:00,AQUA_M-T,Brasil,BAHIA,VÁRZEA DA ROÇA,Caatinga,84,0.0,1.0,-11.60761,-40.02135,107.4
2024/08/28 16:26:00,AQUA_M-T,Brasil,BAHIA,VÁRZEA DA ROÇA,Caatinga,84,0.0,1.0,-11.60407,-39.9913,90.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.86,-7.00714,-60.04544,46.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,11,0.0,1.0,-7.23485,-59.48294,17.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.82,-7.23356,-60.05902,8.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.82,-7.23197,-60.04769,36.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.82,-7.222,-60.04908,26.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,11,0.0,1.0,-7.21488,-59.41073,22.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,11,0.0,1.0,-7.21341,-59.40027,12.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,11,0.0,1.0,-7.20531,-59.4121,38.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,10,0.0,1.0,-7.20357,-59.68337,14.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,10,0.0,1.0,-7.19974,-59.67935,9.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,6,0.0,0.92,-7.19729,-60.67746,10.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.98,-7.19106,-59.75812,7.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,7,0.0,0.94,-7.1765,-60.68048,40.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,6,0.0,0.79,-6.88886,-59.85213,14.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.83,-6.88046,-59.7207,19.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.76,-6.87907,-59.85353,17.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.86,-6.87593,-59.68832,88.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.8,-6.86624,-59.6897,18.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.99,-6.86476,-59.67907,23.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.89,-6.86401,-59.74487,27.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.8,-6.86252,-59.89618,16.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.89,-6.86251,-59.73405,27.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.79,-6.85949,-59.85627,82.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.84,-6.85798,-59.8453,19.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.73,-6.85779,-59.86313,27.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.71,-6.8574,-59.93053,23.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.91,-6.85621,-59.85213,74.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.89,-6.85064,-59.64851,21.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.73,-6.82998,-59.87837,8.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.89,-6.81974,-59.73569,15.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.79,-6.80822,-59.58547,21.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.78,-6.80312,-59.61861,37.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.78,-6.80161,-59.60798,24.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,3,0.0,0.78,-6.80034,-59.73859,19.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.78,-6.79861,-59.58685,15.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.76,-6.79211,-59.75052,15.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.76,-6.79062,-59.73982,31.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.77,-6.78912,-59.72914,13.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,8,0.0,0.76,-6.7796,-60.02699,14.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.77,-6.77716,-59.64381,153.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.77,-6.77567,-59.63321,110.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.77,-6.76752,-59.64525,10.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,8,0.0,0.78,-6.75554,-59.92836,11.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,8,0.0,0.78,-6.75397,-59.91726,8.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.76,-6.74255,-59.69774,7.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,8,0.0,0.9,-6.73173,-60.04511,18.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,8,0.0,0.89,-6.73017,-60.03387,21.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.79,-6.71867,-59.66858,19.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,7,0.0,0.8,-6.66124,-60.13053,15.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,7,0.0,0.8,-6.65129,-60.13189,23.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,7,0.0,0.8,-6.64974,-60.12069,14.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,1.0,-6.88312,-59.22506,30.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.95,-6.8817,-59.21491,15.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.84,-6.87887,-59.19472,14.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.96,-6.87483,-59.33567,17.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.99,-6.87368,-59.22644,30.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,1.0,-6.87227,-59.21632,21.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.9,-6.86945,-59.19607,35.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.94,-6.85293,-59.31789,34.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,6,0.0,0.92,-6.84858,-59.2873,14.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.91,-6.84713,-59.27711,8.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.95,-6.842,-59.30903,14.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,7,0.0,0.93,-6.84055,-59.2988,14.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,9,0.0,0.97,-6.84043,-59.43526,12.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,9,0.0,0.96,-6.83898,-59.42493,8.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.85,-6.82476,-59.18755,85.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.85,-6.82416,-59.11596,7.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.87,-6.82333,-59.17745,52.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.96,-6.8219,-59.16742,8.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.86,-6.81535,-59.1889,111.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.85,-6.81392,-59.17879,526.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.86,-6.81249,-59.16871,190.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.87,-6.80736,-59.20031,86.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.88,-6.80682,-59.12862,10.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.86,-6.80594,-59.19025,126.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.98,-6.8054,-59.11861,8.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.85,-6.80452,-59.18018,203.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.85,-6.8031,-59.1701,122.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,6,0.0,0.91,-6.7998,-59.45829,155.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,6,0.0,0.91,-6.79832,-59.44792,19.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.87,-6.79653,-59.1916,148.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.86,-6.79511,-59.18154,908.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.85,-6.7937,-59.17149,871.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,6,0.0,0.9,-6.79027,-59.45972,19.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,6,0.0,0.9,-6.78878,-59.44933,15.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.87,-6.78571,-59.18287,1614.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.86,-6.7843,-59.17283,1219.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.89,-6.77769,-59.19419,32.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,5,0.0,0.88,-6.7763,-59.18421,197.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.89,-6.77588,-59.11273,33.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.87,-6.77489,-59.17415,89.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.0,0.96,-6.77448,-59.10275,18.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.96,-6.76674,-59.29515,44.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.94,-6.75728,-59.29649,21.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.69,-7.08959,-60.12016,11.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,8,0.0,0.69,-7.08802,-60.1087,58.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,27,0.12,1.0,-7.24304,-55.21036,38.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.6,1.0,-7.22427,-55.08479,14.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-6.82927,-55.77415,5.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.1,1.0,-6.82316,-55.29449,23.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,48,0.0,1.0,-6.7746,-55.84537,21.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-6.77324,-55.83617,13.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,55,0.3,1.0,-6.76724,-55.04501,14.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-6.76559,-55.84673,10.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,52,0.3,1.0,-6.75798,-55.04664,16.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.5,1.0,-6.73679,-54.96885,40.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.4,1.0,-6.7241,-55.01123,141.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.39,1.0,-6.7163,-55.3271,16.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,48,0.3,1.0,-6.70648,-55.38713,14.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.1,1.0,-6.69821,-55.63522,8.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,37,0.4,1.0,-6.62547,-55.3954,7.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,37,0.4,1.0,-6.62405,-55.38587,12.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.12568,-55.7866,11.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.12432,-55.77739,38.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,38,0.88,1.0,-7.1219,-55.07609,29.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,37,0.92,1.0,-7.12044,-55.06633,14.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.11667,-55.78794,10.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.11531,-55.77874,27.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,33,0.85,1.0,-7.10972,-55.05803,22.7
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.1,1.0,-7.09761,-55.284,24.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.05118,-55.65249,11.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,19,0.0,1.0,-7.03308,-55.65519,17.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,18,0.0,1.0,-6.96509,-55.82337,12.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,9,0.0,1.0,-6.96286,-55.87056,13.3
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,11,0.0,1.0,-6.94488,-55.87329,19.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,21,0.0,1.0,-6.91807,-55.93907,17.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,23,0.0,1.0,-6.91177,-55.95868,15.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,24,0.0,1.0,-6.91043,-55.94953,6.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-6.81682,-55.69074,7.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,70,0.3,1.0,-6.81543,-55.07213,6.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,68,0.3,1.0,-6.80878,-55.06904,17.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,66,0.3,1.0,-6.80798,-55.02298,10.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,54,0.3,1.0,-6.77602,-55.10394,10.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,54,0.3,1.0,-6.77456,-55.09414,35.8
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-6.76422,-55.83752,24.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.44,1.0,-6.73827,-54.97875,141.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.4,1.0,-6.72895,-54.98017,28.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.42,1.0,-6.72745,-54.97025,16.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,48,0.4,1.0,-6.72261,-55.00136,188.9
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,34,0.24,1.0,-6.5988,-55.46744,11.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,23,0.6,1.0,-6.59538,-55.19349,7.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,15,0.3,1.0,-6.57503,-55.42902,15.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,59,0.0,1.0,-6.54407,-55.7224,10.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,57,0.0,1.0,-6.53549,-55.71998,13.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,87,0.0,1.0,-6.53007,-55.62883,7.5
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,83,0.01,1.0,-6.52178,-55.62635,16.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ITAITUBA,Amazônia,4,0.5,1.0,-6.52047,-55.25087,13.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,47,0.15,1.0,-6.50244,-55.49438,21.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.87327,-55.35178,38.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,83,0.0,1.0,-7.86163,-55.71078,7.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,13,0.0,1.0,-7.84822,-55.12319,19.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,96,0.0,1.0,-7.76825,-56.08084,6.1
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,97,0.0,1.0,-7.76693,-56.07185,12.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,98,0.0,1.0,-7.76561,-56.06277,10.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,ALTAMIRA,Amazônia,13,0.0,1.0,-7.73952,-55.01857,28.2
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-7.72395,-55.58674,14.0
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,49,0.0,1.0,-7.72257,-55.5775,35.4
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,48,0.0,1.0,-7.69945,-55.54968,8.6
2024/08/28 18:06:00,AQUA_M-T,Brasil,PARÁ,NOVO PROGRESSO,Amazônia,43,0.0,1.0,-7.69399,-55.51252,24.7
